seq,site_seq,result,resptime,display,resulttext,cst,comid,version,uid,cdate,ctime,udate,utime,ddate,dtime
5603,74,FALSE,21235,,FAIL ./DefaultSuite.test.js (19.938s),,DOREIKU,1,TEST RUNNER,20220528,160133956,20220528,160133956,0,0
2503,64,TRUE,848,,,,DOREIKU,1,TEST RUNNER,20220506,200002599,20220506,200002599,0,0
2588,64,TRUE,864,,,,DOREIKU,1,TEST RUNNER,20220507,130002581,20220507,130002581,0,0
2672,65,FALSE,3153,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220508,50008894,20220508,50008894,0,0
2756,54,TRUE,335,,,,DOREIKU,1,TEST RUNNER,20220508,220005974,20220508,220005974,0,0
2840,52,TRUE,169,,,,DOREIKU,1,TEST RUNNER,20220509,150005448,20220509,150005448,0,0
2924,56,TRUE,2556,,,,DOREIKU,1,TEST RUNNER,20220510,80005058,20220510,80005058,0,0
3008,64,TRUE,819,,,,DOREIKU,1,TEST RUNNER,20220511,10002581,20220511,10002581,0,0
3091,54,TRUE,393,,,,DOREIKU,1,TEST RUNNER,20220511,170006372,20220511,170006372,0,0
3174,56,TRUE,2885,,,,DOREIKU,1,TEST RUNNER,20220512,100005834,20220512,100005834,0,0
3257,51,TRUE,333,,,,DOREIKU,1,TEST RUNNER,20220513,20008634,20220513,20008634,0,0
3340,65,FALSE,3153,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220513,190008389,20220513,190008389,0,0
3423,64,TRUE,830,,,,DOREIKU,1,TEST RUNNER,20220514,120003046,20220514,120003046,0,0
3506,63,TRUE,211,,,,DOREIKU,1,TEST RUNNER,20220515,40009117,20220515,40009117,0,0
3589,56,TRUE,2765,,,,DOREIKU,1,TEST RUNNER,20220515,210005371,20220515,210005371,0,0
3672,51,TRUE,571,,,,DOREIKU,1,TEST RUNNER,20220516,130008893,20220516,130008893,0,0
3755,65,FALSE,3120,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220517,60008442,20220517,60008442,0,0
3838,64,TRUE,734,,,,DOREIKU,1,TEST RUNNER,20220517,230002325,20220517,230002325,0,0
3921,63,TRUE,174,,,,DOREIKU,1,TEST RUNNER,20220518,150008208,20220518,150008208,0,0
4004,56,TRUE,2674,,,,DOREIKU,1,TEST RUNNER,20220519,80005060,20220519,80005060,0,0
4087,51,TRUE,329,,,,DOREIKU,1,TEST RUNNER,20220520,9431,20220520,9431,0,0
4170,65,FALSE,3155,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220520,170008852,20220520,170008852,0,0
4253,64,TRUE,699,,,,DOREIKU,1,TEST RUNNER,20220521,100002207,20220521,100002207,0,0
4336,63,TRUE,124,,,,DOREIKU,1,TEST RUNNER,20220522,20008661,20220522,20008661,0,0
4419,56,TRUE,2721,,,,DOREIKU,1,TEST RUNNER,20220522,190005520,20220522,190005520,0,0
4502,51,TRUE,366,,,,DOREIKU,1,TEST RUNNER,20220523,110009266,20220523,110009266,0,0
4585,64,TRUE,784,,,,DOREIKU,1,TEST RUNNER,20220524,60002862,20220524,60002862,0,0
4668,56,TRUE,2821,,,,DOREIKU,1,TEST RUNNER,20220525,80004416,20220525,80004416,0,0
4834,69,FALSE,79,,www.nam123e.com: Name or service not known,,DOREIKU,1,TEST RUNNER,20220526,70029703,20220526,70029703,0,0
4917,66,TRUE,127,,,,DOREIKU,1,TEST RUNNER,20220526,140028982,20220526,140028982,0,0
5000,56,TRUE,2568,,,,DOREIKU,1,TEST RUNNER,20220526,210029156,20220526,210029156,0,0
5083,66,TRUE,170,,,,DOREIKU,1,TEST RUNNER,20220527,30050400,20220527,30050400,0,0
5166,56,TRUE,2716,,,,DOREIKU,1,TEST RUNNER,20220527,90050941,20220527,90050941,0,0
5410,67,TRUE,348,,,,DOREIKU,1,TEST RUNNER,20220528,20139638,20220528,20139638,0,0
5483,68,TRUE,810,,,,DOREIKU,1,TEST RUNNER,20220528,80002614,20220528,80002614,0,0
5547,74,FALSE,22188,,FAIL ./DefaultSuite.test.js (20.962s),,DOREIKU,1,TEST RUNNER,20220528,120134615,20220528,120134615,0,0
5633,51,TRUE,239,,,,DOREIKU,1,TEST RUNNER,20220528,180136825,20220528,180136825,0,0
2334,56,TRUE,2654,,,,DOREIKU,1,TEST RUNNER,20220505,100005209,20220505,100005209,0,0
2419,56,TRUE,2691,,,,DOREIKU,1,TEST RUNNER,20220506,30005630,20220506,30005630,0,0
2504,56,TRUE,2593,,,,DOREIKU,1,TEST RUNNER,20220506,200005200,20220506,200005200,0,0
2589,56,TRUE,2580,,,,DOREIKU,1,TEST RUNNER,20220507,130005170,20220507,130005170,0,0
2673,64,TRUE,852,,,,DOREIKU,1,TEST RUNNER,20220508,60002212,20220508,60002212,0,0
2757,65,FALSE,3161,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220508,220009138,20220508,220009138,0,0
2841,54,TRUE,618,,,,DOREIKU,1,TEST RUNNER,20220509,150006069,20220509,150006069,0,0
2925,52,TRUE,177,,,,DOREIKU,1,TEST RUNNER,20220510,80005242,20220510,80005242,0,0
3009,56,TRUE,3082,,,,DOREIKU,1,TEST RUNNER,20220511,10005673,20220511,10005673,0,0
3092,65,FALSE,3123,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220511,170009498,20220511,170009498,0,0
3175,65,FALSE,3152,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220512,100008992,20220512,100008992,0,0
3258,64,TRUE,823,,,,DOREIKU,1,TEST RUNNER,20220513,30002915,20220513,30002915,0,0
3341,63,TRUE,149,,,,DOREIKU,1,TEST RUNNER,20220513,190008542,20220513,190008542,0,0
3424,56,TRUE,2739,,,,DOREIKU,1,TEST RUNNER,20220514,120005795,20220514,120005795,0,0
3507,51,TRUE,636,,,,DOREIKU,1,TEST RUNNER,20220515,40009757,20220515,40009757,0,0
3590,65,FALSE,3155,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220515,210008529,20220515,210008529,0,0
3673,64,TRUE,659,,,,DOREIKU,1,TEST RUNNER,20220516,140001996,20220516,140001996,0,0
3756,63,TRUE,213,,,,DOREIKU,1,TEST RUNNER,20220517,60008658,20220517,60008658,0,0
3839,56,TRUE,2568,,,,DOREIKU,1,TEST RUNNER,20220517,230004903,20220517,230004903,0,0
3922,51,TRUE,334,,,,DOREIKU,1,TEST RUNNER,20220518,150008545,20220518,150008545,0,0
4005,65,FALSE,3050,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220519,80008114,20220519,80008114,0,0
4088,64,TRUE,740,,,,DOREIKU,1,TEST RUNNER,20220520,10002247,20220520,10002247,0,0
4171,63,TRUE,344,,,,DOREIKU,1,TEST RUNNER,20220520,170009201,20220520,170009201,0,0
4254,56,TRUE,2771,,,,DOREIKU,1,TEST RUNNER,20220521,100004987,20220521,100004987,0,0
4337,51,TRUE,327,,,,DOREIKU,1,TEST RUNNER,20220522,20008991,20220522,20008991,0,0
4420,65,FALSE,3122,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220522,190008646,20220522,190008646,0,0
4503,64,TRUE,831,,,,DOREIKU,1,TEST RUNNER,20220523,120002562,20220523,120002562,0,0
4586,56,TRUE,2706,,,,DOREIKU,1,TEST RUNNER,20220524,60005580,20220524,60005580,0,0
4669,65,FALSE,3462,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220525,80007884,20220525,80007884,0,0
4752,74,FALSE,21311,,FAIL ./DefaultSuite.test.js (20.031s),,DOREIKU,1,TEST RUNNER,20220526,70050927,20220526,70050927,0,0
4918,69,FALSE,111,,www.nam123e.com: Name or service not known,,DOREIKU,1,TEST RUNNER,20220526,140029096,20220526,140029096,0,0
5001,66,TRUE,112,,,,DOREIKU,1,TEST RUNNER,20220526,210029273,20220526,210029273,0,0
5084,69,FALSE,116,,www.nam123e.com: Name or service not known,,DOREIKU,1,TEST RUNNER,20220527,30050520,20220527,30050520,0,0
5167,66,TRUE,108,,,,DOREIKU,1,TEST RUNNER,20220527,90051054,20220527,90051054,0,0
5249,56,TRUE,2708,,,,DOREIKU,1,TEST RUNNER,20220527,150051130,20220527,150051130,0,0
5331,72,TRUE,3015,,,,DOREIKU,1,TEST RUNNER,20220527,210027339,20220527,210027339,0,0
5411,70,FALSE,115,,doreiku1232.com: Name or service not known,,DOREIKU,1,TEST RUNNER,20220528,20139756,20220528,20139756,0,0
5484,72,TRUE,2663,,,,DOREIKU,1,TEST RUNNER,20220528,80005286,20220528,80005286,0,0
5548,65,FALSE,3126,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220528,120137745,20220528,120137745,0,0
5602,73,FALSE,21329,,FAIL ./DefaultSuite.test.js (20.001s),,DOREIKU,1,TEST RUNNER,20220528,160112713,20220528,160112713,0,0
2335,52,TRUE,155,,,,DOREIKU,1,TEST RUNNER,20220505,100005373,20220505,100005373,0,0
2420,52,TRUE,155,,,,DOREIKU,1,TEST RUNNER,20220506,30005793,20220506,30005793,0,0
2505,52,TRUE,151,,,,DOREIKU,1,TEST RUNNER,20220506,200005357,20220506,200005357,0,0
2590,52,TRUE,233,,,,DOREIKU,1,TEST RUNNER,20220507,130005410,20220507,130005410,0,0
2674,56,TRUE,2589,,,,DOREIKU,1,TEST RUNNER,20220508,60004811,20220508,60004811,0,0
2758,64,TRUE,860,,,,DOREIKU,1,TEST RUNNER,20220508,230002548,20220508,230002548,0,0
2842,65,FALSE,3114,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220509,150009187,20220509,150009187,0,0
2926,54,TRUE,347,,,,DOREIKU,1,TEST RUNNER,20220510,80005592,20220510,80005592,0,0
3010,52,TRUE,224,,,,DOREIKU,1,TEST RUNNER,20220511,10005904,20220511,10005904,0,0
3093,64,TRUE,704,,,,DOREIKU,1,TEST RUNNER,20220511,180002642,20220511,180002642,0,0
3176,63,TRUE,140,,,,DOREIKU,1,TEST RUNNER,20220512,100009136,20220512,100009136,0,0
3259,56,TRUE,2915,,,,DOREIKU,1,TEST RUNNER,20220513,30005842,20220513,30005842,0,0
3342,51,TRUE,189,,,,DOREIKU,1,TEST RUNNER,20220513,190008734,20220513,190008734,0,0
3425,65,FALSE,3156,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220514,120008955,20220514,120008955,0,0
3508,64,TRUE,748,,,,DOREIKU,1,TEST RUNNER,20220515,50002939,20220515,50002939,0,0
3591,63,TRUE,135,,,,DOREIKU,1,TEST RUNNER,20220515,210008667,20220515,210008667,0,0
3674,56,TRUE,2793,,,,DOREIKU,1,TEST RUNNER,20220516,140004801,20220516,140004801,0,0
3757,51,TRUE,286,,,,DOREIKU,1,TEST RUNNER,20220517,60008947,20220517,60008947,0,0
3840,65,FALSE,3153,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220517,230008061,20220517,230008061,0,0
3923,64,TRUE,799,,,,DOREIKU,1,TEST RUNNER,20220518,160002851,20220518,160002851,0,0
4006,63,TRUE,169,,,,DOREIKU,1,TEST RUNNER,20220519,80008287,20220519,80008287,0,0
4089,56,TRUE,2996,,,,DOREIKU,1,TEST RUNNER,20220520,10005252,20220520,10005252,0,0
4172,51,TRUE,306,,,,DOREIKU,1,TEST RUNNER,20220520,170009511,20220520,170009511,0,0
4255,65,FALSE,3159,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220521,100008151,20220521,100008151,0,0
4338,64,TRUE,715,,,,DOREIKU,1,TEST RUNNER,20220522,30002245,20220522,30002245,0,0
4421,63,TRUE,1309,,,,DOREIKU,1,TEST RUNNER,20220522,190009958,20220522,190009958,0,0
4504,56,TRUE,2613,,,,DOREIKU,1,TEST RUNNER,20220523,120005182,20220523,120005182,0,0
4587,65,FALSE,3117,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220524,60008702,20220524,60008702,0,0
4670,51,TRUE,428,,,,DOREIKU,1,TEST RUNNER,20220525,80008318,20220525,80008318,0,0
4753,65,FALSE,3150,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220526,120503,20220526,120503,0,0
4836,74,FALSE,21121,,FAIL ./DefaultSuite.test.js (19.777s),,DOREIKU,1,TEST RUNNER,20220526,70112055,20220526,70112055,0,0
4919,73,FALSE,21284,,FAIL ./DefaultSuite.test.js (20.042s),,DOREIKU,1,TEST RUNNER,20220526,140050386,20220526,140050386,0,0
5002,69,FALSE,84,,www.nam123e.com: Name or service not known,,DOREIKU,1,TEST RUNNER,20220526,210029362,20220526,210029362,0,0
5085,73,FALSE,20710,,FAIL ./DefaultSuite.test.js (19.48s),,DOREIKU,1,TEST RUNNER,20220527,30111237,20220527,30111237,0,0
5168,69,FALSE,118,,www.nam123e.com: Name or service not known,,DOREIKU,1,TEST RUNNER,20220527,90051177,20220527,90051177,0,0
5250,66,TRUE,248,,,,DOREIKU,1,TEST RUNNER,20220527,150051384,20220527,150051384,0,0
5332,76,FALSE,21456,,FAIL ./DefaultSuite.test.js (20.188s),,DOREIKU,1,TEST RUNNER,20220527,210048804,20220527,210048804,0,0
5549,51,TRUE,408,,,,DOREIKU,1,TEST RUNNER,20220528,120138158,20220528,120138158,0,0
5634,67,TRUE,188,,,,DOREIKU,1,TEST RUNNER,20220528,180137017,20220528,180137017,0,0
2336,54,TRUE,333,,,,DOREIKU,1,TEST RUNNER,20220505,100005710,20220505,100005710,0,0
2421,54,TRUE,342,,,,DOREIKU,1,TEST RUNNER,20220506,30006139,20220506,30006139,0,0
2506,54,TRUE,354,,,,DOREIKU,1,TEST RUNNER,20220506,200005715,20220506,200005715,0,0
2591,54,TRUE,295,,,,DOREIKU,1,TEST RUNNER,20220507,130005709,20220507,130005709,0,0
2675,52,TRUE,170,,,,DOREIKU,1,TEST RUNNER,20220508,60004988,20220508,60004988,0,0
2759,56,TRUE,2835,,,,DOREIKU,1,TEST RUNNER,20220508,230005392,20220508,230005392,0,0
2843,64,TRUE,756,,,,DOREIKU,1,TEST RUNNER,20220509,160002401,20220509,160002401,0,0
2927,65,FALSE,3120,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220510,80008715,20220510,80008715,0,0
3011,54,TRUE,178,,,,DOREIKU,1,TEST RUNNER,20220511,10006086,20220511,10006086,0,0
3094,56,TRUE,2734,,,,DOREIKU,1,TEST RUNNER,20220511,180005384,20220511,180005384,0,0
3177,51,TRUE,550,,,,DOREIKU,1,TEST RUNNER,20220512,100009689,20220512,100009689,0,0
3260,65,FALSE,3050,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220513,30008896,20220513,30008896,0,0
3343,64,TRUE,770,,,,DOREIKU,1,TEST RUNNER,20220513,200002970,20220513,200002970,0,0
3426,63,TRUE,126,,,,DOREIKU,1,TEST RUNNER,20220514,120009084,20220514,120009084,0,0
3509,56,TRUE,2730,,,,DOREIKU,1,TEST RUNNER,20220515,50005677,20220515,50005677,0,0
3592,51,TRUE,191,,,,DOREIKU,1,TEST RUNNER,20220515,210008862,20220515,210008862,0,0
3675,65,FALSE,3165,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220516,140007970,20220516,140007970,0,0
3758,64,TRUE,747,,,,DOREIKU,1,TEST RUNNER,20220517,70002123,20220517,70002123,0,0
3841,63,TRUE,108,,,,DOREIKU,1,TEST RUNNER,20220517,230008173,20220517,230008173,0,0
3924,56,TRUE,2610,,,,DOREIKU,1,TEST RUNNER,20220518,160005471,20220518,160005471,0,0
4007,51,TRUE,235,,,,DOREIKU,1,TEST RUNNER,20220519,80008526,20220519,80008526,0,0
4090,65,FALSE,3047,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220520,10008304,20220520,10008304,0,0
4173,64,TRUE,720,,,,DOREIKU,1,TEST RUNNER,20220520,180002676,20220520,180002676,0,0
4256,63,TRUE,141,,,,DOREIKU,1,TEST RUNNER,20220521,100008296,20220521,100008296,0,0
4339,56,TRUE,2725,,,,DOREIKU,1,TEST RUNNER,20220522,30004978,20220522,30004978,0,0
4422,51,TRUE,404,,,,DOREIKU,1,TEST RUNNER,20220522,190010365,20220522,190010365,0,0
4505,65,FALSE,3154,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220523,120008340,20220523,120008340,0,0
4588,51,TRUE,189,,,,DOREIKU,1,TEST RUNNER,20220524,60008896,20220524,60008896,0,0
4671,56,TRUE,2868,,,,DOREIKU,1,TEST RUNNER,20220525,90004695,20220525,90004695,0,0
4754,51,TRUE,375,,,,DOREIKU,1,TEST RUNNER,20220526,120881,20220526,120881,0,0
4837,65,FALSE,3120,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220526,70115183,20220526,70115183,0,0
4920,74,TRUE,7847,,,,DOREIKU,1,TEST RUNNER,20220526,140058238,20220526,140058238,0,0
5003,73,FALSE,21118,,FAIL ./DefaultSuite.test.js (19.851s),,DOREIKU,1,TEST RUNNER,20220526,210050485,20220526,210050485,0,0
5086,74,FALSE,20911,,FAIL ./DefaultSuite.test.js (19.72s),,DOREIKU,1,TEST RUNNER,20220527,30132155,20220527,30132155,0,0
5169,73,FALSE,21507,,FAIL ./DefaultSuite.test.js (20.242s),,DOREIKU,1,TEST RUNNER,20220527,90112692,20220527,90112692,0,0
5251,69,FALSE,116,,www.nam123e.com: Name or service not known,,DOREIKU,1,TEST RUNNER,20220527,150051504,20220527,150051504,0,0
5333,56,TRUE,2912,,,,DOREIKU,1,TEST RUNNER,20220527,210051726,20220527,210051726,0,0
5412,75,FALSE,21320,,FAIL ./DefaultSuite.test.js (20.085s),,DOREIKU,1,TEST RUNNER,20220528,20201081,20220528,20201081,0,0
5550,67,TRUE,173,,,,DOREIKU,1,TEST RUNNER,20220528,120138334,20220528,120138334,0,0
2337,65,FALSE,3162,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220505,100008875,20220505,100008875,0,0
2422,65,FALSE,3155,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220506,30009297,20220506,30009297,0,0
2507,65,FALSE,3118,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220506,200008836,20220506,200008836,0,0
2592,65,FALSE,3160,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220507,130008873,20220507,130008873,0,0
2676,54,TRUE,337,,,,DOREIKU,1,TEST RUNNER,20220508,60005332,20220508,60005332,0,0
2760,52,TRUE,215,,,,DOREIKU,1,TEST RUNNER,20220508,230005615,20220508,230005615,0,0
2844,56,TRUE,2706,,,,DOREIKU,1,TEST RUNNER,20220509,160005116,20220509,160005116,0,0
2928,64,TRUE,803,,,,DOREIKU,1,TEST RUNNER,20220510,90002971,20220510,90002971,0,0
3012,65,FALSE,3122,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220511,10009210,20220511,10009210,0,0
3095,52,TRUE,184,,,,DOREIKU,1,TEST RUNNER,20220511,180005575,20220511,180005575,0,0
3178,64,TRUE,845,,,,DOREIKU,1,TEST RUNNER,20220512,110003020,20220512,110003020,0,0
3261,63,TRUE,135,,,,DOREIKU,1,TEST RUNNER,20220513,30009034,20220513,30009034,0,0
3344,56,TRUE,2857,,,,DOREIKU,1,TEST RUNNER,20220513,200005839,20220513,200005839,0,0
3427,51,TRUE,351,,,,DOREIKU,1,TEST RUNNER,20220514,120009438,20220514,120009438,0,0
3510,65,FALSE,3124,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220515,50008806,20220515,50008806,0,0
3593,64,TRUE,819,,,,DOREIKU,1,TEST RUNNER,20220515,220002182,20220515,220002182,0,0
3676,63,TRUE,141,,,,DOREIKU,1,TEST RUNNER,20220516,140008114,20220516,140008114,0,0
3759,56,TRUE,2630,,,,DOREIKU,1,TEST RUNNER,20220517,70004763,20220517,70004763,0,0
3842,51,TRUE,333,,,,DOREIKU,1,TEST RUNNER,20220517,230008509,20220517,230008509,0,0
3925,65,FALSE,3117,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220518,160008593,20220518,160008593,0,0
4008,64,TRUE,699,,,,DOREIKU,1,TEST RUNNER,20220519,90002666,20220519,90002666,0,0
4091,63,TRUE,97,,,,DOREIKU,1,TEST RUNNER,20220520,10008404,20220520,10008404,0,0
4174,56,TRUE,2648,,,,DOREIKU,1,TEST RUNNER,20220520,180005333,20220520,180005333,0,0
4257,51,TRUE,379,,,,DOREIKU,1,TEST RUNNER,20220521,100008680,20220521,100008680,0,0
4340,65,FALSE,3152,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220522,30008135,20220522,30008135,0,0
4423,64,TRUE,766,,,,DOREIKU,1,TEST RUNNER,20220522,200002588,20220522,200002588,0,0
4506,63,TRUE,178,,,,DOREIKU,1,TEST RUNNER,20220523,120008522,20220523,120008522,0,0
4589,64,TRUE,754,,,,DOREIKU,1,TEST RUNNER,20220524,70002148,20220524,70002148,0,0
4672,65,FALSE,3451,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220525,90008152,20220525,90008152,0,0
4755,67,TRUE,179,,,,DOREIKU,1,TEST RUNNER,20220526,121063,20220526,121063,0,0
4838,51,TRUE,298,,,,DOREIKU,1,TEST RUNNER,20220526,70115485,20220526,70115485,0,0
4921,65,FALSE,3116,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220526,140101366,20220526,140101366,0,0
5004,74,FALSE,303943,,FAIL ./DefaultSuite.test.js (302.674s),,DOREIKU,1,TEST RUNNER,20220526,210554433,20220526,210554433,0,0
5087,65,FALSE,3125,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220527,30135285,20220527,30135285,0,0
5334,66,TRUE,143,,,,DOREIKU,1,TEST RUNNER,20220527,210051873,20220527,210051873,0,0
5413,68,TRUE,955,,,,DOREIKU,1,TEST RUNNER,20220528,30002801,20220528,30002801,0,0
5551,70,FALSE,78,,doreiku1232.com: Name or service not known,,DOREIKU,1,TEST RUNNER,20220528,120138416,20220528,120138416,0,0
2338,64,TRUE,877,,,,DOREIKU,1,TEST RUNNER,20220505,110002222,20220505,110002222,0,0
2423,64,TRUE,789,,,,DOREIKU,1,TEST RUNNER,20220506,40002579,20220506,40002579,0,0
2508,64,TRUE,781,,,,DOREIKU,1,TEST RUNNER,20220506,210003071,20220506,210003071,0,0
2593,64,TRUE,810,,,,DOREIKU,1,TEST RUNNER,20220507,140002151,20220507,140002151,0,0
2677,65,FALSE,3163,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220508,60008498,20220508,60008498,0,0
2761,54,TRUE,298,,,,DOREIKU,1,TEST RUNNER,20220508,230005919,20220508,230005919,0,0
2845,52,TRUE,235,,,,DOREIKU,1,TEST RUNNER,20220509,160005358,20220509,160005358,0,0
2929,56,TRUE,2578,,,,DOREIKU,1,TEST RUNNER,20220510,90005557,20220510,90005557,0,0
3013,64,TRUE,913,,,,DOREIKU,1,TEST RUNNER,20220511,20002660,20220511,20002660,0,0
3096,54,TRUE,195,,,,DOREIKU,1,TEST RUNNER,20220511,180005775,20220511,180005775,0,0
3179,56,TRUE,2746,,,,DOREIKU,1,TEST RUNNER,20220512,110005776,20220512,110005776,0,0
3262,51,TRUE,306,,,,DOREIKU,1,TEST RUNNER,20220513,30009344,20220513,30009344,0,0
3345,65,FALSE,3051,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220513,200008893,20220513,200008893,0,0
3428,64,TRUE,908,,,,DOREIKU,1,TEST RUNNER,20220514,130002797,20220514,130002797,0,0
3511,63,TRUE,153,,,,DOREIKU,1,TEST RUNNER,20220515,50008963,20220515,50008963,0,0
3594,56,TRUE,2803,,,,DOREIKU,1,TEST RUNNER,20220515,220004993,20220515,220004993,0,0
3677,51,TRUE,443,,,,DOREIKU,1,TEST RUNNER,20220516,140008561,20220516,140008561,0,0
3760,65,FALSE,3121,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220517,70007888,20220517,70007888,0,0
3843,64,TRUE,826,,,,DOREIKU,1,TEST RUNNER,20220518,2947,20220518,2947,0,0
3926,63,TRUE,148,,,,DOREIKU,1,TEST RUNNER,20220518,160008744,20220518,160008744,0,0
4009,56,TRUE,2636,,,,DOREIKU,1,TEST RUNNER,20220519,90005311,20220519,90005311,0,0
4092,51,TRUE,337,,,,DOREIKU,1,TEST RUNNER,20220520,10008745,20220520,10008745,0,0
4175,65,FALSE,3115,,Connect to www.yoooon.com:443 [www.yoooon.com/35.170.247.142] failed: connect timed out,,DOREIKU,1,TEST RUNNER,20220520,180008453,20220520,180008453,0,0
4258,64,TRUE,670,,,,DOREIKU,1,TEST RUNNER,20220521,110002801,20220521,110002801,0,0
4341,63,TRUE,183,,,,DOREIKU,1,TEST RUNNER,20220522,30008322,20220522,30008322,0,0
4424,56,TRUE,2687,,,,DOREIKU,1,TEST RUNNER,20220522,200005283,20220522,200005283,0,0
4507,51,TRUE,265,,,,DOREIKU,1,TEST RUNNER,20220523,120008789,20220523,120008789,0,0
4590,56,TRUE,2716,,,,DOREIKU,1,TEST RUNNER,20220524,70004873,20220524,70004873,0,0
4673,51,TRUE,470,,,,DOREIKU,1,TEST RUNNER,20220525,90008626,20220525,90008626,0,0
4756,70,FALSE,107,,doreiku1232.com: Name or service not known,,DOREIKU,1,TEST RUNNER,20220526,121173,20220526,121173,0,0
4839,67,TRUE,178,,,,DOREIKU,1,TEST RUNNER,20220526,70115666,20220526,70115666,0,0
